phenotype	snp	adjustment	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	p.value	bonferroni	fdr	description	group
840.1	rs4266947_T	NA	NA	NA	NA	NA	NA	428439	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Muscle/tendon sprain	injuries & poisonings
840.2	rs4266947_T	NA	NA	NA	NA	NA	NA	428439	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Rotator cuff (capsule) sprain	injuries & poisonings
840.3	rs4266947_T	NA	-0.165267121463389	0.235218637794472	0.84766724372844	0.482298419744426	logistic	428655	216	428439	0.695174616949358	0.0508742461886599	2507		FALSE	FALSE	FALSE	Joint/ligament sprain	injuries & poisonings
841	rs4266947_T	NA	-0.475038537333076	0.455178182601737	0.621861091135247	0.296655661202286	logistic	428516	77	428439	0.689966758934816	0.0508744130907597	2508		FALSE	FALSE	FALSE	Sprains and strains of back and neck	injuries & poisonings
842	rs4266947_T	NA	NA	NA	NA	NA	logistic	428453	14	428439	0.689366887161518	0.0508772257400462	2507	 [Error: < 15  cases or controls]	NA	NA	NA	Other sprains and strains	injuries & poisonings
850	rs4266947_T	NA	NA	NA	NA	NA	logistic	425598	5	425593	0.66999888617934	0.0509013200250001	2488	 [Error: < 15  cases or controls]	NA	NA	NA	Hemorrhage or hematoma complicating a procedure	injuries & poisonings
851	rs4266947_T	NA	NA	NA	NA	NA	logistic	425594	1	425593	0.670160088351458	0.0509017984276094	2488	 [Error: < 15  cases or controls]	NA	NA	NA	Complications of transplants and reattached limbs	injuries & poisonings
853	rs4266947_T	NA	NA	NA	NA	NA	NA	425593	NA	NA	NA	NA	2488	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Complication of colostomy or enterostomy	injuries & poisonings
854	rs4266947_T	NA	0.134453325430042	0.326102248579515	1.14391126618994	0.680116473491751	logistic	425678	85	425593	0.674664807107986	0.0509034998285089	2489		FALSE	FALSE	FALSE	Complications of cardiac/vascular device, implant, and graft	injuries & poisonings
855	rs4266947_T	NA	NA	NA	NA	NA	NA	425593	NA	NA	NA	NA	2488	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Complication of nervous system device, implant, and graft	injuries & poisonings
856	rs4266947_T	NA	-0.644309779286511	1.01481786895223	0.525024800065338	0.525492406732771	logistic	425611	18	425593	0.670266088816888	0.0509009400602898	2488		FALSE	FALSE	FALSE	Vascular complications of surgery and medical procedures	injuries & poisonings
857	rs4266947_T	NA	0.0293657501354623	0.13626394221453	1.02980117552309	0.829372531398691	logistic	426139	546	425593	0.692747279278825	0.0509035784098616	2494		FALSE	FALSE	FALSE	Mechanical complication of unspecified genitourinary device, implant, and graft	injuries & poisonings
858	rs4266947_T	NA	-0.0637827043661193	0.0681461516492545	0.938208846068365	0.349289005736082	logistic	427973	2380	425593	0.675869683155258	0.0508852193946814	2502		FALSE	FALSE	FALSE	Complication of internal orthopedic device	injuries & poisonings
859	rs4266947_T	NA	-0.678797670492022	0.261768579930393	0.507226479253366	0.00951092295307326	logistic	425878	285	425593	0.654606051840201	0.0508854648514363	2489		TRUE	FALSE	FALSE	Complication due to other implant and internal device	injuries & poisonings
870	rs4266947_T	NA	0.0772573672107311	0.135272219039954	1.08032007958219	0.567914807358586	logistic	427944	525	427419	0.738482503618995	0.0508711420185819	2498		FALSE	FALSE	FALSE	Open wounds of head; neck; and trunk	injuries & poisonings
870.1	rs4266947_T	NA	-0.14279169865942	0.458596816587651	0.86693463373529	0.75552199662865	logistic	427475	56	427419	0.732255800553401	0.0508649628633253	2492		FALSE	FALSE	FALSE	Open wound or laceration of eye or eyelid	injuries & poisonings
870.2	rs4266947_T	NA	0.329547257063641	0.232196456607494	1.39033852000506	0.155823086017566	logistic	427561	142	427419	0.725806398997014	0.0508722731961053	2494		FALSE	FALSE	FALSE	Open wound of ear	injuries & poisonings
870.3	rs4266947_T	NA	0.0990137520306735	0.198213729045814	1.1040814828169	0.617405887321923	logistic	427657	238	427419	0.740883098061369	0.0508690375698282	2495		FALSE	FALSE	FALSE	Other open wound of head and face	injuries & poisonings
870.4	rs4266947_T	NA	NA	NA	NA	NA	NA	427419	NA	NA	NA	NA	2492	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Open wound of nose and sinus	injuries & poisonings
870.5	rs4266947_T	NA	NA	NA	NA	NA	NA	427419	NA	NA	NA	NA	2492	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Open wound of lip and mouth	injuries & poisonings
870.6	rs4266947_T	NA	-0.148691429921494	0.723529985480885	0.861835010369964	0.837175000417816	logistic	427442	23	427419	0.731350095004671	0.0508653805662523	2492		FALSE	FALSE	FALSE	Open wound of neck	injuries & poisonings
870.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	427427	8	427419	0.730499823065319	0.0508648260404701	2493	 [Error: < 15  cases or controls]	NA	NA	NA	Open wound of genital organs	injuries & poisonings
871	rs4266947_T	NA	0.0483665879072498	0.157071270985462	1.04955533910526	0.758137383052281	logistic	427821	402	427419	0.718646527357994	0.0508682369495654	2496		FALSE	FALSE	FALSE	Open wounds of extremities	injuries & poisonings
871.1	rs4266947_T	NA	NA	NA	NA	NA	NA	427419	NA	NA	NA	NA	2492	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Open wound of hand except finger(s)	injuries & poisonings
871.2	rs4266947_T	NA	NA	NA	NA	NA	NA	427419	NA	NA	NA	NA	2492	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Open wound of finger(s)	injuries & poisonings
871.3	rs4266947_T	NA	-0.0659141585978305	0.274442591320017	0.936211226526778	0.810194850037981	logistic	427564	145	427419	0.721496825040742	0.0508648997576971	2496		FALSE	FALSE	FALSE	Open wound of foot except toe(s) alone	injuries & poisonings
871.4	rs4266947_T	NA	NA	NA	NA	NA	NA	427419	NA	NA	NA	NA	2492	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Open wound of toe(s)	injuries & poisonings
872	rs4266947_T	NA	-0.0265024455807189	0.156689800106494	0.973845662214448	0.865686860092098	logistic	427852	433	427419	0.688196164312753	0.0508645512934379	2498		FALSE	FALSE	FALSE	Traumatic amputation	injuries & poisonings
874	rs4266947_T	NA	0.164380447243201	0.311268282160543	1.17866264875904	0.597430672359508	logistic	427512	93	427419	0.73506640316636	0.050867577986115	2493		FALSE	FALSE	FALSE	Complication of amputation stump	injuries & poisonings
875	rs4266947_T	NA	NA	NA	NA	NA	NA	427419	NA	NA	NA	NA	2492	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Non-healing surgical wound	injuries & poisonings
876	rs4266947_T	NA	NA	NA	NA	NA	NA	427419	NA	NA	NA	NA	2492	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Posttraumatic wound infection not elsewhere classified	injuries & poisonings
905	rs4266947_T	NA	NA	NA	NA	NA	NA	428315	NA	NA	NA	NA	2506	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Late effects of musculoskeletal and connective tissue injuries	injuries & poisonings
907	rs4266947_T	NA	-0.0671754721616378	0.142365295509641	0.935031115009957	0.637031815966645	logistic	428858	543	428315	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Injuries to the nervous system	injuries & poisonings
916	rs4266947_T	NA	0.243093326902294	0.121984879754233	1.2751876278764	0.0462816827972233	logistic	428858	563	428295	0.687432534460407	0.0508734825979695	2509		TRUE	FALSE	FALSE	Contusion	injuries & poisonings
930	rs4266947_T	NA	-0.384824999629128	0.294200028825656	0.680569725738336	0.190860210564224	logistic	427195	170	427025	0.669944106769294	0.0508760636243402	2498		FALSE	FALSE	FALSE	Allergic reaction to food	injuries & poisonings
931	rs4266947_T	NA	NA	NA	NA	NA	logistic	427027	2	427025	0.667214697235029	0.0508820285368373	2497	 [Error: < 15  cases or controls]	NA	NA	NA	Contact dermatitis and other eczema due to plants [except food]	dermatologic
938	rs4266947_T	NA	-0.0598927941999233	0.194035265533853	0.941865501616638	0.757572845897293	logistic	427314	289	427025	0.677734170422408	0.0508806170637985	2499		FALSE	FALSE	FALSE	Dermatitis due to solar radiation	dermatologic
938.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	427034	9	427025	0.667725613571664	0.0508823653385913	2497	 [Error: < 15  cases or controls]	NA	NA	NA	Acute dermatitis due to solar radiation	dermatologic
938.2	rs4266947_T	NA	-0.209534691977409	0.248075691939353	0.810961505086863	0.398311779650852	logistic	427229	204	427025	0.672519380394521	0.0508778664369694	2499		FALSE	FALSE	FALSE	Chronic dermatitis due to solar radiation	dermatologic
939	rs4266947_T	NA	-0.0680669282703227	0.125465157046946	0.934197947232099	0.58746268682699	logistic	427727	702	427025	0.691501440483601	0.0508770781362879	2501		FALSE	FALSE	FALSE	Atopic/contact dermatitis due to other or unspecified	dermatologic
939.1	rs4266947_T	NA	NA	NA	NA	NA	NA	427025	NA	NA	NA	NA	2497	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Contact and allergic dermatitis of eyelid	dermatologic
941	rs4266947_T	NA	NA	NA	NA	NA	logistic	427029	4	427025	0.667927600687318	0.0508829611103696	2497	 [Error: < 15  cases or controls]	NA	NA	NA	Adverse reaction to serum or vaccine	injuries & poisonings
942	rs4266947_T	NA	NA	NA	NA	NA	NA	427025	NA	NA	NA	NA	2497	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Infusion and transfusion reaction	injuries & poisonings
946	rs4266947_T	NA	0.0949597815001427	0.136529578989495	1.09961462938595	0.486726138124127	logistic	427533	508	427025	0.64409210305485	0.0508884694280909	2501		FALSE	FALSE	FALSE	Anaphylactic shock NOS	injuries & poisonings
947	rs4266947_T	NA	-0.178627162174773	0.248343195842968	0.836417689422172	0.471971223552556	logistic	427222	197	427025	0.672799367177563	0.0508787000669441	2499		FALSE	FALSE	FALSE	Urticaria	dermatologic
949	rs4266947_T	NA	NA	NA	NA	NA	NA	427025	NA	NA	NA	NA	2497	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Allergies, other	injuries & poisonings
949.1	rs4266947_T	NA	NA	NA	NA	NA	NA	427025	NA	NA	NA	NA	2497	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Diaper or napkin rash	injuries & poisonings
952	rs4266947_T	NA	NA	NA	NA	NA	logistic	428852	7	428845	0.687664775793973	0.0508741943607585	2509	 [Error: < 15  cases or controls]	NA	NA	NA	Spinal cord injury without evidence of spinal bone injury	injuries & poisonings
957	rs4266947_T	NA	NA	NA	NA	NA	logistic	428851	6	428845	0.686942856218096	0.0508731470837191	2509	 [Error: < 15  cases or controls]	NA	NA	NA	Injury to other and unspecified nerves	injuries & poisonings
958	rs4266947_T	NA	-0.126513301885365	0.386953282853234	0.881162428343949	0.743707802026931	logistic	428858	77	428781	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Certain early complications of trauma or procedure	injuries & poisonings
958.1	rs4266947_T	NA	NA	NA	NA	NA	NA	428781	NA	NA	NA	NA	2509	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Postoperative shock	injuries & poisonings
958.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	428791	10	428781	0.684695415158972	0.0508732692617149	2509	 [Error: < 15  cases or controls]	NA	NA	NA	Traumatic and surgical subcutaneous emphysema	injuries & poisonings
960	rs4266947_T	NA	NA	NA	NA	NA	logistic	428659	4	428655	0.694273471703547	0.0508726050310387	2507	 [Error: < 15  cases or controls]	NA	NA	NA	Poisoning by antibiotics	injuries & poisonings
960.1	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Adverse effects of antibacterials (not penicillins)	injuries & poisonings
960.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	428659	4	428655	0.694273471703547	0.0508726050310387	2507	 [Error: < 15  cases or controls]	NA	NA	NA	Allergy/adverse effect of penicillin	injuries & poisonings
960.3	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Poisoning by antifungal antibiotics	injuries & poisonings
961	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Poisoning by other anti-infectives	injuries & poisonings
961.1	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Poisoning/allergy of sulfonamides	injuries & poisonings
962	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Poisoning by hormones and synthetic substitutes	injuries & poisonings
962.1	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Adrenal cortical steroids causing adverse effects in therapeutic use	injuries & poisonings
962.2	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Insulins and antidiabetic agents causing adverse effects in therapeutic use	injuries & poisonings
962.3	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Hormones and synthetic substitutes causing adverse effects in therapeutic use	injuries & poisonings
963	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Poisoning by primarily systemic agents	injuries & poisonings
963.1	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Antineoplastic and immunosuppressive drugs causing adverse effects	injuries & poisonings
964	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Poisoning by agents primarily affecting blood constituents	injuries & poisonings
964.1	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Anticoagulants causing adverse effects	injuries & poisonings
965	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Poisoning by analgesics, antipyretics, and antirheumatics	injuries & poisonings
965.1	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Opiates and related narcotics causing adverse effects in therapeutic use	injuries & poisonings
965.2	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Antirheumatics causing adverse effects in therapeutic use	injuries & poisonings
965.3	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Salicylates causing adverse effects in therapeutic use	injuries & poisonings
966	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Poisoning by anticonvulsants and anti-Parkinsonism drugs	injuries & poisonings
967	rs4266947_T	NA	-0.383491686933362	0.509917688289666	0.681477743195101	0.45201145093163	logistic	428711	56	428655	0.694537626573603	0.0508699333583696	2508		FALSE	FALSE	FALSE	Adverse effects of sedatives or other central nervous system depressants and anesthetics	injuries & poisonings
969	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Poisoning by psychotropic agents	injuries & poisonings
971	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Poisoning by drugs primarily affecting the autonomic nervous system	injuries & poisonings
972	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Poisoning by agents primarily affecting the cardiovascular system	injuries & poisonings
972.1	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Cardiac rhythm regulators causing adverse effects in therapeutic use	injuries & poisonings
972.2	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Antilipemic and antiarteriosclerotic drugs causing adverse effects in therapeutic use	injuries & poisonings
972.6	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Antihypertensive agents causing adverse effects	injuries & poisonings
973	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Poisoning by agents primarily affecting the gastrointestinal system	injuries & poisonings
974	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Poisoning by water, mineral, and uric acid metabolism drugs	injuries & poisonings
975	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system	injuries & poisonings
976	rs4266947_T	NA	NA	NA	NA	NA	NA	428655	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Poisoning by agents primarily affecting skin & mucous membrane, ophthalmological, otorhinolaryngological, & dental drugs	injuries & poisonings
977	rs4266947_T	NA	0.111096541391197	0.275541636515665	1.11750278692064	0.686806029042084	logistic	428780	125	428655	0.699369846810536	0.0508734082746397	2508		FALSE	FALSE	FALSE	Personal history of allergy to medicinal agents	injuries & poisonings
979	rs4266947_T	NA	0.177143643122205	0.250454732358194	1.19380256233901	0.479387480638476	logistic	428798	143	428655	0.685950975596429	0.0508747708711328	2507		FALSE	FALSE	FALSE	Adverse drug events and drug allergies	injuries & poisonings
981	rs4266947_T	NA	0.687441487250241	0.430850025247539	1.98862110648879	0.110589957181926	logistic	428669	31	428638	0.683325401319137	0.0508784166804691	2507		FALSE	FALSE	FALSE	Toxic effect of (non-ethyl) alcohol and petroleum and other solvents	injuries & poisonings
983	rs4266947_T	NA	NA	NA	NA	NA	NA	428638	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Toxic effect of corrosive aromatics, acids, and caustic alkalis	injuries & poisonings
984	rs4266947_T	NA	NA	NA	NA	NA	NA	428638	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Toxic effect of lead and its compounds (including fumes)	injuries & poisonings
985	rs4266947_T	NA	-0.0554014185502293	0.592511474347722	0.946105287504195	0.925504210277232	logistic	428669	31	428638	0.696136319408285	0.050874917477121	2508		FALSE	FALSE	FALSE	Toxic effect of other metals	injuries & poisonings
986	rs4266947_T	NA	0.114632923246733	0.420815292312659	1.12146169948726	0.785309288403462	logistic	428691	53	428638	0.697537117717896	0.0508758056502236	2507		FALSE	FALSE	FALSE	Toxic effect of carbon monoxide	injuries & poisonings
